Unique_ID,S3,S3_order,Taxa,Species,x_g,y_g,logx_g,logy_g,Reference,Group,Order,Family,Genus,Replicate,Notes
855,24,31,Mammal,Spermophilus lateralis,158.25,356.68488,2.199343719,2.5522847,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Spermophilus,0,
856,24,31,Mammal,Spermophilus parryii,625.028758,550.025307,2.7959,2.740382672,"Boonstra et al. 2001; after Duncan et al. 2007, method: count",Eutherian,Rodentia,Sciuridae,Spermophilus,0,
857,24,31,Mammal,Spermophilus richardsonii,279,561.7558333,2.445604203,2.749547591,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Spermophilus,0,
858,24,31,Mammal,Spermophilus saturatus,275,471.46785,2.439332694,2.673452083,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Spermophilus,0,
859,24,31,Mammal,Spermophilus tereticaudus,195,398.1428571,2.290034611,2.600038929,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Spermophilus,0,
860,24,31,Mammal,Spermophilus townsendii,155,333.9072,2.190331698,2.523625784,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Spermophilus,0,
861,24,31,Mammal,Spermophilus tridecemlineatus,161,112.3946667,2.206825876,2.050745704,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Spermophilus,0,
862,24,31,Mammal,Spermophilus variegatus,663.0333333,640,2.821535363,2.806179974,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Spermophilus,0,
863,24,31,Mammal,Synaptomys cooperi,37.05,167.1428571,1.568788212,2.223087822,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Synaptomys,0,
864,24,31,Mammal,Syntheosciurus brochus,150,243,2.176091259,2.385606274,Pereira and Daily 2006,Eutherian,Rodentia,Sciuridae,Syntheosciurus,0,
865,24,31,Mammal,Tamias amoenus,47.5,104.025,1.67669361,2.017137724,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Tamias,0,
866,24,31,Mammal,Tamias panamintinus,57.3,74.88,1.758154622,1.874365836,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Tamias,0,
867,24,31,Mammal,Tamias townsendii,78.5,149.2125,1.894869657,2.173805207,Ernest et al. 2003,Eutherian,Rodentia,Sciuridae,Tamias,0,
868,24,31,Mammal,Tatera brantsii,75,508.5,1.875061263,2.706290957,Ernest et al. 2003,Eutherian,Rodentia,Muridae,Tatera,0,
869,24,31,Mammal,Tylomys nudicaudus,326,462.92,2.5132176,2.665505944,Pereira and Daily 2006,Eutherian,Rodentia,Muridae,Tylomys,0,
870,24,31,Mammal,Tylomys watsoni,224,284.48,2.350248018,2.454051739,Pereira and Daily 2006,Eutherian,Rodentia,Muridae,Tylomys,0,
871,24,31,Mammal,Zapus sp.,22,11.88,1.342422681,1.074816441,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Rodentia,Dipodidae,Zapus,0,
872,24,X,Mammal,Tupaia glis,157.5433224,165.4204885,2.1974,2.218589299,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Scandentia,Tupaiidae,Tupaia,3,
873,24,X,Mammal,Tupaia glis,148,444,2.170261715,2.64738297,Fagan et. al. 2009,Eutherian,Scandentia,Tupaiidae,Tupaia,3,
874,24,X,Mammal,Tupaia glis,148,142.08,2.170261715,2.152532948,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Scandentia,Tupaiidae,Tupaia,3,
875,24,X,Mammal,Trichechus manatus,311243.2919,40461.62795,5.4931,4.607043352,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Sirenia,Trichechidae,Trichechus,2,
876,24,X,Mammal,Trichechus manatus,311243.2919,40461.62795,5.4931,4.607043352,"Schmitz and Lavigne 1984; after Duncan et al. 2007, method: Cole 1954",Eutherian,Sirenia,Trichechidae,Trichechus,2,
877,24,X,Mammal,Blarina brevicauda,17,216.41,1.230448921,2.335277325,Fagan et. al. 2009,Eutherian,Soricomorpha,Soricidae,Blarina,2,
878,24,X,Mammal,Blarina brevicauda,17,18.7,1.230448921,1.271841607,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Soricomorpha,Soricidae,Blarina,2,
879,24,X,Mammal,Cryptotis parva,5,83.7,0.698970004,1.922725458,Fagan et. al. 2009,Eutherian,Soricomorpha,Soricidae,Cryptotis,2,
880,24,X,Mammal,Cryptotis parva,6,65.4,0.77815125,1.815577748,Pereira and Daily 2006,Eutherian,Soricomorpha,Soricidae,Cryptotis,2
881,24,X,Mammal,Cryptotis goldmani,9.5,29.925,0.977723605,1.476034159,Pereira and Daily 2006,Eutherian,Soricomorpha,Soricidae,Cryptotis,0
882,24,X,Mammal,Cryptotis goodwini,15.5,42.47,1.190331698,1.628082261,Pereira and Daily 2006,Eutherian,Soricomorpha,Soricidae,Cryptotis,0
883,24,X,Mammal,Cryptotis gracilis,7.5,19.35,0.875061263,1.286680969,Pereira and Daily 2006,Eutherian,Soricomorpha,Soricidae,Cryptotis,0
884,24,X,Mammal,Cryptotis mexicana,8,26.48,0.903089987,1.422917981,Pereira and Daily 2006,Eutherian,Soricomorpha,Soricidae,Cryptotis,0
885,24,X,Mammal,Cryptotis nigrescens,6.5,11.765,0.812913357,1.070591932,Pereira and Daily 2006,Eutherian,Soricomorpha,Soricidae,Cryptotis,0
886,24,X,Mammal,Sorex cinereus,4,2.64,0.602059991,0.421603927,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Soricomorpha,Soricidae,Sorex,0
887,24,X,Mammal,Suncus murinus,39,308.1,1.591064607,2.488691698,Fagan et. al. 2009,Eutherian,Soricomorpha,Soricidae,Suncus,0
888,24,X,Mammal,Orycteropus afer,60000,6458.333333,4.77815125,3.810120456,Ernest et al. 2003,Eutherian,Tubulidentata,Orycteropodidae,Orycteropus,0
889,24,32,Mammal,Choloepus hoffmanni,6250,1125,3.795880017,3.051152522,Fagan et. al. 2009,Eutherian,Xenarthra,Megalonychidae,Choloepus,2
890,24,32,Mammal,Choloepus hoffmanni,6000,360,3.77815125,2.556302501,Pereira and Daily 2006,Eutherian,Xenarthra,Megalonychidae,Choloepus,2
891,24,32,Mammal,Dasypus novemcinctus,3688.077172,2581.65402,3.5668,3.41189804,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Xenarthra,Dasypodidae,Dasypus,3
892,24,32,Mammal,Dasypus novemcinctus,3688.077172,2544.773249,3.5668,3.405649091,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Xenarthra,Dasypodidae,Dasypus,3
893,24,32,Mammal,Dasypus novemcinctus,5000,4750,3.698970004,3.67669361,Pereira and Daily 2006,Eutherian,Xenarthra,Dasypodidae,Dasypus,2
894,24,32,Mammal,Myrmecophaga tridactyla,28661.57157,10031.55005,4.4573,4.001368044,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Xenarthra,Myrmecophagidae,Myrmecophaga,2
895,24,32,Mammal,Myrmecophaga tridactyla,30500,2745,4.484299839,3.438542349,Pereira and Daily 2006,Eutherian,Xenarthra,Myrmecophagidae,Myrmecophaga,2
896,24,32,Mammal,Bradypus tridactylus,3008.153544,782.1199214,3.4783,2.893273348,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Xenarthra,Bradypodidae,Bradypus,0,
897,24,32,Mammal,Bradypus variegatus,3900,1287,3.591064607,3.109578547,Pereira and Daily 2006,Eutherian,Xenarthra,Bradypodidae,Bradypus,0,
898,24,32,Mammal,Cabassous centralis,3000,480,3.477121255,2.681241237,Pereira and Daily 2006,Eutherian,Xenarthra,Dasypodidae,Cabassous,0,
899,24,32,Mammal,Choloepus didactylus,5018.801279,702.6321791,3.7006,2.846728036,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Xenarthra,Megalonychidae,Choloepus,0,
900,24,32,Mammal,Cyclopes didactylus,215,79.55,2.33243846,1.900640184,Pereira and Daily 2006,Eutherian,Xenarthra,Myrmecophagidae,Cyclopes,0,
901,24,32,Mammal,Dasyprocta mexicana,3000,1020,3.477121255,3.008600172,Pereira and Daily 2006,Eutherian,Xenarthra,Dasypodidae,Dasyprocta,0,
902,24,32,Mammal,Euphractus sexcinctus,5472.679311,4323.416656,3.7382,3.635827091,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Xenarthra,Dasypodidae,Euphractus,0,
903,24,32,Mammal,Priodontes maximus,44647.79341,26342.19811,4.6498,4.420652012,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Xenarthra,Dasypodidae,Priodontes,0,
904,24,32,Mammal,Tamandua mexicana,6150,861,3.788875116,2.935003151,Pereira and Daily 2006,Eutherian,Xenarthra,Myrmecophagidae,Tamandua,0,
905,24,32,Mammal,Tamandua tetradactyla,4314.197273,2070.814691,3.6349,3.316141237,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Xenarthra,Myrmecophagidae,Tamandua,0,
906,24,32,Mammal,Tolypeutes matacus,1114.037987,479.0363344,3.0469,2.680368455,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Xenarthra,Dasypodidae,Tolypeutes,0,
907,20,21,Mammal,Antechinus stuartii,22.34601058,37.98821799,1.3492,1.579648921,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Antechinus,2,
908,20,21,Mammal,Antechinus stuartii,22,35.64,1.342422681,1.551937695,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Antechinus,2,
909,20,21,Mammal,Antechinus swainsonii,52.37210139,90.08001439,1.7191,1.954628447,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Antechinus,2,
910,20,21,Mammal,Antechinus swainsonii,47,75.2,1.672097858,1.876217841,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Antechinus,2,
911,20,21,Mammal,Dasycercus cristicauda,92.98223906,142.2628258,1.9684,2.153091431,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Dasycercus,2,
912,20,21,Mammal,Dasycercus cristicauda,95,130.15,1.977723605,2.114444172,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Dasycercus,2
913,20,21,Mammal,Dasyurus geoffroii,1086.675811,1499.612619,3.0361,3.175979086,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Dasyurus,2
914,20,21,Mammal,Dasyurus geoffroii,880,1240.8,2.944482672,3.093701785,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Dasyurus,2
915,20,21,Mammal,Dasyurus hallucatus,477.969297,755.1914893,2.6794,2.878057087,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Dasyurus,2
916,20,21,Mammal,Dasyurus hallucatus,378,608.58,2.5774918,2.784317676,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Dasyurus,2
917,20,21,Mammal,Dasyurus maculatus,1229.702342,1721.583279,3.0898,3.235928036,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Dasyurus,3
918,20,21,Mammal,Dasyurus maculatus,1229.702342,1623.207091,3.0898,3.210373931,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Dasyurus,3
919,20,21,Mammal,Dasyurus maculatus,2438,2998.74,3.387033701,3.476938813,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Dasyurus,2
920,20,21,Mammal,Dasyurus viverrinus,912.0108394,1258.574958,2.96,3.099879086,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Dasyurus,2
921,20,21,Mammal,Dasyurus viverrinus,843,1399.38,2.925827575,3.145935663,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Dasyurus,2
922,20,21,Mammal,Phascogale tapoatafa,154.8103527,250.7927714,2.1898,2.399315015,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Phascogale,2
923,20,21,Mammal,Phascogale tapoatafa,156,393.12,2.193124598,2.594525139,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Phascogale,2
924,20,21,Mammal,Planigale gilesi,7.937797217,15.95497241,0.8997,1.202896057,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Planigale,2
925,20,21,Mammal,Planigale gilesi,7,27.93,0.84509804,1.446070936,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Planigale,2
926,20,21,Mammal,Planigale maculata,10.27306415,36.26391645,1.0117,1.559474705,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Planigale,2
927,20,21,Mammal,Planigale maculata,10,25.5,1,1.40654018,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Planigale,2
928,20,21,Mammal,Sminthopsis crassicaudata,15.47747104,70.42249323,1.1897,1.847711397,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Sminthopsis,2,
929,20,21,Mammal,Sminthopsis crassicaudata,15,59.7,1.176091259,1.775974331,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Sminthopsis,2,
930,20,21,Mammal,Sminthopsis macroura,20.31421291,120.0569983,1.3078,2.079387481,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Sminthopsis,2,
931,20,21,Mammal,Sminthopsis macroura,20,113.8,1.301029996,2.056142262,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Sminthopsis,2,
932,20,21,Mammal,Antechinus bellus,34.00165058,62.56303707,1.5315,1.796317823,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Antechinus,0,
933,20,21,Mammal,Antechinus leo,54.00077591,96.66138888,1.7324,1.985253031,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Antechinus,0,
934,20,21,Mammal,Antechinus minimus,41.99523347,66.35246888,1.6232,1.821857087,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Antechinus,0,
935,20,21,Mammal,Dasycercus byrnei,99.9769768,213.9507304,1.9999,2.330313773,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Dasycercus,0,
936,20,21,Mammal,Dasykaluta rosamondae,29.99853181,49.19759217,1.4771,1.691943848,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Dasykaluta,0,
937,20,21,Mammal,Ningaui ridei,8.499629594,13.76939994,0.9294,1.138915015,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Ningaui,0,
938,20,21,Mammal,Parantechinus bilarni,24.99769702,32.99696007,1.3979,1.518473931,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Parantechinus,0,
939,20,21,Mammal,Phascogale calura,43.00312336,72.24524724,1.6335,1.858809282,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Phascogale,0,
940,20,21,Mammal,Planigale tenuirostris,6.134794224,12.39228433,0.7878,1.093151369,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Planigale,0,
941,20,21,Mammal,Pseudantechinus macdonnellensis,35.95837026,50.34171836,1.5558,1.701928036,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Pseudantechinus,0,
942,20,21,Mammal,Pseudantechinus ningbing,17.49846689,19.07332891,1.243,1.280426498,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Pseudantechinus,0,
943,20,21,Mammal,Sarcophilus harrisii,8000,5280,3.903089987,3.722633923,Fagan et. al. 2009,Marsupial,Dasyuromorphia,Dasyuridae,Sarcophilus,0,
944,20,21,Mammal,Sarcophilus laniarius,6020.048637,4454.835991,3.7796,3.64883172,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Sarcophilus,2,
945,20,21,Mammal,Sarcophilus laniarius,6020.048637,3431.427723,3.7796,3.535474856,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Sarcophilus,2,
946,20,21,Mammal,Sminthopsis dolichura,12.39938086,25.17074315,1.0934,1.400896038,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Sminthopsis,0,
947,20,21,Mammal,Sminthopsis laniger,22.69864852,46.0782565,1.356,1.663496038,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Sminthopsis,0,
948,20,21,Mammal,Sminthopsis leucopus,19.00203003,32.30345105,1.2788,1.509248921,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Sminthopsis,0,
949,20,21,Mammal,Sminthopsis murina,14.80471325,25.46410679,1.1704,1.405928447,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Sminthopsis,0,
950,20,21,Mammal,Sminthopsis ooldea,11.00018528,19.91033536,1.0414,1.299078575,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Sminthopsis,0,
951,20,21,Mammal,Sminthopsis virginiae,34.00165058,90.10437404,1.5315,1.954745874,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Dasyuromorphia,Dasyuridae,Sminthopsis,0,
952,20,22,Mammal,Didelphis marsupialis,1379.748721,5270.640114,3.1398,3.721863363,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Didelphimorphia,Didelphidae,Didelphis,3,
953,20,22,Mammal,Didelphis marsupialis,1500,3375,3.176091259,3.528273777,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Didelphis,3,
954,20,22,Mammal,Didelphis marsupialis,1280,4172.8,3.10720997,3.62042757,Fagan et. al. 2009,Marsupial,Didelphimorphia,Didelphidae,Didelphis,3,
955,20,22,Mammal,Didelphis virginiana,1800,7290,3.255272505,3.862727528,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Didelphis,3,
956,20,22,Mammal,Didelphis virginiana,2432.204009,6931.781426,3.386,3.84084486,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Didelphimorphia,Didelphidae,Didelphis,4,
957,20,22,Mammal,Didelphis virginiana,2432.204009,12744.74901,3.386,4.105331287,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Didelphimorphia,Didelphidae,Didelphis,4,
958,20,22,Mammal,Didelphis virginiana,1850,6031,3.267171728,3.780389328,Fagan et. al. 2009,Marsupial,Didelphimorphia,Didelphidae,Didelphis,3,
959,20,22,Mammal,Marmosa robinsoni,84,136.08,1.924279286,2.133794301,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Marmosa,3,
960,20,22,Mammal,Marmosa robinsoni,85.56575761,577.5688639,1.9323,2.761603773,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Didelphimorphia,Didelphidae,Marmosa,3
961,20,22,Mammal,Marmosa robinsoni,58,379.32,1.763427994,2.579005742,Fagan et. al. 2009,Marsupial,Didelphimorphia,Didelphidae,Marmosa,3
962,20,22,Mammal,Philander opossum,581.2995677,3359.911501,2.7644,3.526327838,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Didelphimorphia,Didelphidae,Philander,2
963,20,22,Mammal,Philander opossum,832,807.04,2.920123326,2.906895061,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Philander,2
964,20,22,Mammal,Caluromys derbianus,300,288,2.477121255,2.459392488,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Caluromys,0
965,20,22,Mammal,Caluromys philander,186.9820858,452.4966476,2.2718,2.655615366,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Didelphimorphia,Didelphidae,Caluromys,0
966,20,22,Mammal,Chironectes minimus,697,683.06,2.843232778,2.834458854,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Chironectes,0
967,20,22,Mammal,Didelphis albiventris,825.0874855,2194.732711,2.9165,3.341381637,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Didelphimorphia,Didelphidae,Didelphis,0
968,20,22,Mammal,Marmosa canescens,40,248,1.602059991,2.394451681,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Marmosa,0
969,20,22,Mammal,Marmosa mexicana,57,311.79,1.755874856,2.493862182,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Marmosa,0
970,20,22,Mammal,Marmosops impavidus,41,212.38,1.612783857,2.327113616,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Marmosops,0
971,20,22,Mammal,Marmosops invictus,40.5,210.6,1.607455023,2.323458367,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Marmosops,0
972,20,22,Mammal,Metachirus nudicaudatus,437,659.87,2.640481437,2.819458384,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Metachirus,0
973,20,22,Mammal,Micoureus alstoni,105,475.65,2.021189299,2.677287501,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Micoureus,0
974,20,22,Mammal,Monodelphis adusta,35,152.25,1.544068044,2.182557301,Pereira and Daily 2006,Marsupial,Didelphimorphia,Didelphidae,Monodelphis,0
975,20,22,Mammal,Monodelphis domestica,85,369.75,1.929418926,2.567908183,Fagan et. al. 2009,Marsupial,Didelphimorphia,Didelphidae,Monodelphis,0
976,20,23,Mammal,Aepyprymnus rufescens,2655.216878,3133.155916,3.4241,3.495982007,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Aepyprymnus,2
977,20,23,Mammal,Aepyprymnus rufescens,2500,2175,3.397940009,3.337459261,Fagan et. al. 2009,Marsupial,Diprotodontia,Potoroidae,Aepyprymnus,2
978,20,23,Mammal,Bettongia lesueur,1299.870237,2092.791082,3.1139,3.320725876,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Potoroidae,Bettongia,2
979,20,23,Mammal,Bettongia lesueur,1300,1326,3.113943352,3.122543524,Fagan et. al. 2009,Marsupial,Diprotodontia,Potoroidae,Bettongia,2
980,20,23,Mammal,Macropus agilis,11000.18528,6600.111168,4.0414,3.819551251,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,2
981,20,23,Mammal,Macropus agilis,11000,6050,4.041392685,3.781755375,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,2
982,20,23,Mammal,Macropus eugenii,5135.704178,2259.709838,3.7106,3.354052676,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,2
983,20,23,Mammal,Macropus eugenii,5500,2090,3.740362689,3.320146286,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,2
984,20,23,Mammal,Macropus fuliginosus,23664.64533,15618.66592,4.3741,4.193643935,"Bayliss 1987; after Duncan et al. 2007, method: count",Marsupial,Diprotodontia,Macropodidae,Macropus,3
985,20,23,Mammal,Macropus fuliginosus,23664.64533,8992.565225,4.3741,3.953883597,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,3
986,20,23,Mammal,Macropus fuliginosus,21750,6960,4.337459261,3.84260924,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,2
987,20,23,Mammal,Macropus giganteus,24957.43795,13726.59087,4.3972,4.13756269,"Banks et al. 2000; after Duncan et al. 2007, method: count",Marsupial,Diprotodontia,Macropodidae,Macropus,3
988,20,23,Mammal,Macropus giganteus,24957.43795,8735.103283,4.3972,3.941268044,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,3
989,20,23,Mammal,Macropus giganteus,26100,8352,4.416640507,3.921790486,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,2
990,20,23,Mammal,Macropus parma,3549.768245,2023.3679,3.5502,3.306074856,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,2
991,20,23,Mammal,Macropus parma,3775,2453.75,3.576916956,3.389830313,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,2
992,20,23,Mammal,Macropus parryi,11000.18528,4620.077818,4.0414,3.664649291,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,2
993,20,23,Mammal,Macropus parryi,11000,3740,4.041392685,3.572871602,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,2
994,20,23,Mammal,Macropus robustus,21503.04679,9676.371056,4.3325,3.985712514,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,3
995,20,23,Mammal,Macropus robustus,21503.04679,8816.249184,4.3325,3.945283857,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,3
996,20,23,Mammal,Macropus robustus,16733,5689.22,4.223573811,3.755052728,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,2
997,20,23,Mammal,Macropus rufus,30164.76873,17193.91818,4.4795,4.235374856,"Bayliss 1987; after Duncan et al. 2007, method: count",Marsupial,Diprotodontia,Macropodidae,Macropus,5
998,20,23,Mammal,Macropus rufus,30164.76873,13272.49824,4.4795,4.122952676,"Bayliss 1987; after Duncan et al. 2007, method: count",Marsupial,Diprotodontia,Macropodidae,Macropus,5
999,20,23,Mammal,Macropus rufus,30164.76873,7842.83987,4.4795,3.894473348,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,5
1000,20,23,Mammal,Macropus rufus,30164.76873,14479.08899,4.4795,4.160741237,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Marsupial,Diprotodontia,Macropodidae,Macropus,5
1001,20,23,Mammal,Macropus rufus,27667,11620.14,4.44196207,4.06521136,Fagan et. al. 2009,Marsupial,Diprotodontia,Macropodidae,Macropus,2
